"";"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj";"Dispersion";"FC/FCshrink"
"clong_scaffold_2_002076";269,824952665192;2,25836238385457;0,867081972346397;0,000283353528641386;0,0119017444051187;0,410394833686778;1,22246785549747
"clong_scaffold_10_001523";1208,11932131191;1,18627231680779;0,425681989158645;0,000286725057028167;0,0119652115176477;0,109028126228272;1,19499210841369
"clong_scaffold_11_000757";3421,52919843264;2,07128319801063;0,788064715529122;0,000291471445670512;0,0121307391476287;0,348486720833933;1,21690303398957
"clong_scaffold_8_002299";3103,64272006639;2,49180686810926;0,969464426149445;0,000299961013487066;0,0124395596769636;0,512547699315835;1,22417800528301
"clong_scaffold_4_002080";703,114001793573;1,1641248794487;0,419700485678958;0,000301917512181453;0,0124779761775467;0,105742749645188;1,19717364803935
"clong_scaffold_3_001059";13506,2947314616;1,51761792543002;0,562832754706083;0,000304837835019311;0,0124860074502188;0,185174123903639;1,20646071455929
"clong_scaffold_1_001267";1957,05846652029;1,27895214835859;0,469600380093745;0,000326364299414169;0,0131364453734786;0,131147407433318;1,20173929942535
"clong_scaffold_5_000373";8,4849442238453;4,36060006215021;1,62057954432563;0,000331715776989765;0,0132829045639705;0,555693181441404;1,22443143719501
"clong_scaffold_5_001077";7445,84655352298;1,08030479134895;0,3882739527021;0,000333503135291048;0,0133315299700107;0,0925745741611295;1,19111138336262
"clong_scaffold_1_003875";157,965009035613;1,58625491894772;0,601190363981512;0,000337420686511946;0,0134419388214048;0,19832297225745;1,21583085463279
"clong_contig_1561r_pilon_000002";1611,71671570689;1,09760510906137;0,399654256221603;0,000338621795761123;0,0134667283391154;0,0971322610858081;1,20302510942725
"clong_scaffold_1_000360";1685,55487721469;1,84971127605131;0,716344119408052;0,000351572859289911;0,0138868294930047;0,288014795271613;1,22322084454057
"clong_scaffold_10_000673";195,737659248858;1,55448820430775;0,592406251270951;0,000354079127016373;0,0139621201526032;0,195159962103959;1,21808506432228
"clong_scaffold_4_000983";1733,59210700632;1,37601770298913;0,518209642475673;0,000367828795798128;0,0143296695737862;0,157107581155202;1,21114869006577
"clong_scaffold_4_000235";54,2310663895523;2,09023987455364;0,806866817395566;0,000372661183919359;0,01437804717062;0,27177855653756;1,2273133828761
"clong_scaffold_5_002666";18,6912170716695;2,76437428559926;1,09557823407168;0,000372262986068826;0,01437804717062;0,538699000520395;1,2355099068132
"clong_scaffold_7_000304";249,502892088419;2,96395777422943;1,23332466651283;0,000383189143570725;0,0146868128915534;0,765725395816717;1,2491570310946
"clong_scaffold_5_000507";107,489194052849;1,98012055842005;0,783448660083399;0,000387173356591854;0,0147907851249745;0,320005623695471;1,23440531621757
"clong_scaffold_6_002661";3505,75934297694;1,17877752698261;0,436888064269008;0,000395790109089562;0,0149724502243393;0,114922351468577;1,20174784802889
"clong_scaffold_2_002592";1307,62441575459;1,41964512958842;0,544483453621831;0,000398530625498161;0,0150029368967876;0,171511340576238;1,21945262348583
"clong_scaffold_11_001797";33346,1209115247;2,49026058674583;1,0117186250303;0,000401822390946776;0,0150537808782234;0,546429253793096;1,23746600379337
"g21641";532,894832499661;1,206808542733;0,453438086670354;0,000409450772267289;0,015265820860254;0,120797146781306;1,20877725378861
"clong_scaffold_11_000453";9,90311438719095;5,3166105052236;2,76426786936598;0,000412631611333838;0,0153597991002908;0,918306003631053;1,09890652921296
"clong_contig_5745r_pilon_000015";1008,29789150275;1,02741551171114;0,377321220338216;0,000417775566325254;0,0154769881378297;0,0865969024303957;1,19732556421311
"clong_scaffold_8_002142";435,08639590974;2,34646172241766;0,96747494828013;0,000437150976762465;0,0160652579714415;0,49445577861318;1,24518632686951
"clong_scaffold_7_001663";727,896574451596;1,38930992699043;0,538174443544585;0,000439485683951887;0,0161017865151821;0,165922733362101;1,22251212006256
"clong_scaffold_6_000319";449,425424032876;1,67744937548326;0,666580529021645;0,000448060847548933;0,0163387705614826;0,247004087266841;1,23166455417366
"clong_scaffold_3_001989";3415,18192513966;1,12033349255707;0,422951599356948;0,000461762743421662;0,016785797227664;0,107438642646467;1,20860328596444
"g19791";81,4368755562365;2,21458507086248;0,919788829620687;0,000469125931401554;0,0170003345701825;0,422815033248793;1,25145544369552
"g20294";1996,16481881835;1,03188771128006;0,385338508190957;0,000469877983378353;0,0170011061948637;0,0902969625443754;1,20311367464426
"clong_scaffold_3_001054";2912,11670746171;1,33915603965051;0,521991892113421;0,000478162505742817;0,0172472103815607;0,158075082408003;1,22276881221848
"clong_scaffold_4_000343";43,1817978574517;2,20596824660189;0,915102424666545;0,000495928748253299;0,0177231679387297;0,421118798071131;1,24888041074687
"clong_scaffold_1_000046";193,607258266871;1,25292532235602;0,489426377629323;0,000509561554265686;0,0180440632572164;0,133522509171232;1,22368708138309
"clong_scaffold_8_002141";676,699897482134;2,07571935351281;0,869476855492566;0,000521417988623201;0,0183521777690148;0,401905412820994;1,25081108947244
"clong_scaffold_6_001950";1007,15179348773;1,26634229200214;0,494408239177554;0,000527302259117841;0,0184754323168322;0,141642955628608;1,2179549291516
"g1042";3650,34548275704;1,19076480826358;0,464896143389448;0,000531886156410658;0,0185464446710397;0,127080510146805;1,22281948687202
"clong_scaffold_11_001344";717,617905021921;1,63558180701373;0,672076940776826;0,000553893920269966;0,019062636176155;0,248695518449684;1,24421584001853
"clong_scaffold_8_001555";329,922007241425;1,52365866585135;0,623409734292527;0,000574208972611036;0,0196455466879349;0,214291954105522;1,24251555343237
"clong_scaffold_5_001030";31,3000378929541;1,55787508729366;0,638283324102099;0,000594118052344379;0,0201783306391124;0,186913618589929;1,24575580013772
"g46597";4452,71454977709;1,31009131113944;0,526848347364186;0,000596296823262394;0,0202228069871714;0,15953108209436;1,23380253918851
"merge_omniscients-gene-4112";42,2447992298553;1,93908075078729;0,820947487559164;0,000627417467323495;0,0209725105995418;0,315634921864997;1,25840386419416
"clong_scaffold_10_002083";1168,00803814533;1,78168096430165;0,757749837637798;0,000629709214125573;0,0210189165948801;0,308125536127663;1,25739664125491
"clong_scaffold_7_002807";2483,20350227795;1,90199617432269;0,818095415318075;0,000639288013852384;0,0211565229619854;0,354790829112156;1,26049510566535
"clong_scaffold_8_000764";194,861628761148;2,38384688019936;1,05774804148677;0,000636980212996053;0,0211565229619854;0,558907572571008;1,27182187531558
"clong_scaffold_7_000048";1462,93806638579;1,92219540307338;0,832210404256307;0,000660051185630438;0,0216282969488622;0,36542215248561;1,26317277943776
"clong_scaffold_3_001191";44143,2084255205;1,47381061388434;0,62002886310478;0,000702000583204561;0,0225269566458678;0,213493797807437;1,25154750782527
"g29010";301,03789692454;1,3264614862185;0,551464547247156;0,000701919557854687;0,0225269566458678;0,167962119951567;1,24791046677544
"clong_scaffold_10_001931";18398,699356199;1,24388993366074;0,509902845367197;0,000706510938621286;0,0225832466934492;0,149475784335518;1,24032027007031
"clong_scaffold_7_000368";4291,10973711708;1,19909503175801;0,49246116925043;0,000724356900350599;0,0229509748412039;0,13973196651854;1,24225054067168
"clong_scaffold_5_000576";511,540329674327;1,20961950599464;0,497851733896974;0,00074416345623776;0,0233643222798536;0,140812772050413;1,24191098811512
"clong_scaffold_4_000391";38,9463734206685;1,74015761309663;0,753865718346009;0,000747410535182449;0,0234346443409969;0,257896275060999;1,26733802971685
"clong_scaffold_5_001172";127,058411281879;1,32075959148724;0,554145102307736;0,000753094732583213;0,0235493937547694;0,162151765077341;1,25152738938558
"clong_scaffold_4_001318";3152,45999737185;1,37321972122758;0,580177382370291;0,00076922631571806;0,0238614003135742;0,188083080458417;1,25231202620275
"clong_contig_2428r_pilon_000004";144,662499789706;1,926961644586;0,863866785105491;0,000779233818682083;0,0240436005194147;0,376125582715241;1,27896293197538
"clong_scaffold_1_002049";76,0200076567729;1,4219565815439;0,611877327868886;0,000809374752893458;0,0246213268146852;0,184695219382609;1,26364353235976
"clong_scaffold_10_002200";166,595054271158;1,66835547027498;0,735952851374515;0,00081030800849543;0,0246213268146852;0,282426682114098;1,27198180423274
"clong_scaffold_6_000064";13854,6345273936;1,34337924711417;0,571177492800462;0,00081221385273129;0,0246364475668754;0,182516598051572;1,25465043322522
"clong_scaffold_6_002680";948,334645427651;1,37585630218368;0,589651034355709;0,000814840222126218;0,024652469022669;0,19186938368787;1,2596504523412
"clong_scaffold_5_000689";144,488196074726;2,10324438350084;0,966916906705082;0,000819360232881686;0,0247242747315077;0,462515315130176;1,28633984106176
"clong_scaffold_10_000195";461,735942220271;1,39920765065887;0,603036048393223;0,000827829739270318;0,0248830218141136;0,198271473077144;1,26117710921617
"clong_scaffold_1_001305";22015,0859100076;1,2212978643154;0,51269680361625;0,000833438622684942;0,0249548900344468;0,150046337620495;1,24857416971696
"clong_scaffold_1_000680";72,9718768112121;1,71694674511766;0,768410346045121;0,000851978230841659;0,0251858621861896;0,296556023412676;1,27870809989957
"clong_scaffold_9_002258";1358,63200168776;1,13609606353151;0,473128753037311;0,000850849255260841;0,0251858621861896;0,128836942682621;1,24563007167891
"g888";294,629546556491;2,36300832072336;1,13223582630798;0,00086219222463172;0,0253405572091862;0,606506121065729;1,30465675908708
"clong_contig_5448r_pilon_000002";3774,61238751302;1,74823992203763;0,790873245689218;0,000877472641989576;0,02558195616026;0,326126588075856;1,28089702849467
"clong_scaffold_4_000970";849,434939934457;1,40593685289299;0,613801508047885;0,000879926949309565;0,0256214023475432;0,205121712577485;1,2671352425295
"g14990";1245,49867912992;1,05075381218262;0,433251010132635;0,000887871878036416;0,025707462454845;0,109960178095388;1,23942251574527
"clong_scaffold_4_003283";329,258922910434;1,32528106275718;0,57923469309696;0,000931239001309863;0,0266070356464849;0,182717495897108;1,2674682613186
"g22652";68,7516857048235;1,71272976850624;0,789625737899235;0,000963706304671278;0,0272409176250123;0,302920630161413;1,29046806808322
"clong_scaffold_8_002575";70,567827671861;1,59407554968651;0,726296588942797;0,00096442610572171;0,0272409176250123;0,256238014029152;1,28685360400017
"clong_scaffold_6_003163";12922,8091858442;1,2435046907778;0,553943292723362;0,00100196964843153;0,0279506281423976;0,169577841415255;1,28365564761353
"clong_scaffold_5_002725";240,296278967057;1,80874692221455;0,851377736958994;0,00100779179794919;0,0280457849034544;0,361823851403249;1,29823078971483
"clong_scaffold_4_003568";582,813592712919;1,03635068950304;0,436407140135435;0,0010112743284142;0,0280881927509496;0,109815825604626;1,24870847239753
"clong_scaffold_4_000669";484,428923286894;1,59766502415983;0,737486645116329;0,00102001965825622;0,0282509016063464;0,281065720232119;1,29072077007388
"g6998";1037,3168858829;1,53390895322402;0,709158805128441;0,00105007072434086;0,0288769449193738;0,262795569816126;1,29310180447139
"clong_scaffold_2_000024";323,168069645441;1,31171665894944;0,589339060491366;0,00108065083565397;0,0294684954092895;0,186648114044488;1,27883478039705
"clong_scaffold_5_002694";343,12166669345;1,38188165834833;0,630217358503089;0,00110142702688667;0,0298642892192688;0,210617887777877;1,28540667580248
"clong_contig_6678r_pilon_000001";460,258313765706;1,07302569362561;0,462815994344985;0,0011042796474148;0,0298733325547736;0,121418294969367;1,25898154499801
"clong_scaffold_9_000850";542,827113700917;1,20743776871169;0,536430051915587;0,0011163497359086;0,0300252908738884;0,158562879562521;1,27361214436753
"clong_scaffold_1_000569";108,684990768324;1,91934370077137;0,933509465340502;0,00112203783970155;0,0301086624459708;0,419513806732663;1,31135470282646
"clong_scaffold_10_000674";390,430012154908;1,24822666104525;0,563545713512829;0,00115678234258514;0,0307923812359763;0,171429915216521;1,28133252168399
"clong_contig_872r_pilon_000011";4540,50382365168;1,15805605225334;0,515987670084277;0,00120215317848953;0,0314601728881428;0,149109966393426;1,27283223703896
"clong_scaffold_1_000735";186,167175854206;1,11760629392513;0,495163371185904;0,00124230908606721;0,0320904118103675;0,132281479153474;1,26925066350397
"g9744";220,815115421081;1,41125206758943;0,663125469854037;0,00124401528639528;0,0320904118103675;0,227453332773103;1,29786083824521
"clong_scaffold_9_002039";67,632383610213;2,71625232761555;1,53563280583242;0,00129767516764972;0,033127438370043;0,922817229732439;1,37030155133704
"g10852";24,545338985417;2,22680594415367;1,17033976151851;0,00131161590629132;0,0332430228435618;0,564049869663993;1,34728496667421
"clong_scaffold_3_001782";2005,2533799689;1,71694499026391;0,854018813137329;0,00132670046402161;0,0334169474715278;0,358738638621415;1,32036269033276
"clong_Scaffold6_RagTag_0061_000005";2433,23506875702;1,63138105495132;0,811364258686274;0,00137565026904016;0,0340473441587441;0,326499728138691;1,32104673912646
"clong_scaffold_2_003311";2065,51177470545;1,35621489668815;0,644224513727791;0,00138534540907523;0,0342051507596583;0,218534196800517;1,29991239636807
"clong_contig_323r_pilon_000008";27,7446381693134;1,67766704585105;0,832717912186827;0,00139243582025954;0,0343167577948498;0,298452899710803;1,32474408272788
"clong_scaffold_9_001489";148,869639860189;1,10994301828768;0,510195726314856;0,00145997020581505;0,0352346543965634;0,138955789926686;1,28723506468484
"g3946";62,6879064789043;1,60725620060074;0,810465897480895;0,00147586376840784;0,0354710439793474;0,308167102592944;1,32988379810867
"clong_scaffold_6_001726";58,7883838662531;1,25859118090632;0,596115129127676;0,00147813889740254;0,0354804043935866;0,17295550921473;1,30295228411285
"clong_scaffold_7_000070";208,829964702323;2,16451809147239;1,18773816169162;0,00149054701059832;0,0356398522112744;0,611963331701545;1,36042259673936
"clong_scaffold_11_001628";127,237289517021;1,98314211032314;1,06185020874913;0,00149207991826206;0,0356398760763521;0,481645550901177;1,35649924601493
"clong_scaffold_6_002620";253,816674814127;2,04899586531976;1,12560480235599;0,0015743421998167;0,0367372831281199;0,55620047423587;1,36160608228924
"clong_scaffold_3_000422";231,891870953809;1,11141136693228;0,523796898222778;0,00164274045491633;0,0378774595476992;0,146077499540048;1,29784121609092
"clong_contig_6350r_pilon_000001";301,290521226805;2,54693650880066;1,53410908135962;0,00165213749847711;0,0380564147545248;0,907946505898543;1,39118141430191
"g23951";1191,26692798353;1,15536494350566;0,553899698869007;0,00166641339692137;0,0382715771760864;0,164375659284968;1,30571701413686
"clong_scaffold_3_000428";229,419539680846;1,00395918251837;0,461534733125673;0,00167162638326082;0,0382779407544911;0,11620797964629;1,284424089302
"clong_scaffold_6_002054";10954,6927495432;1,78911400287592;0,973133480031369;0,00171795813316089;0,0390315390312385;0,433796246805591;1,35975662084182
"clong_scaffold_5_001821";460,691791782672;1,0733874624051;0,507675476063189;0,00174369485428837;0,039500546041888;0,140538657239297;1,29817938842022
"clong_scaffold_3_001677";2024,18537606879;1,83907587260757;1,02119367818833;0,0017643340583834;0,0398372231991064;0,466657427752212;1,36935605119487
"clong_scaffold_4_000678";251,650088539716;1,44873656917906;0,756566394786045;0,0017857621625778;0,0401675028221087;0,273004461992353;1,34672733827864
"clong_scaffold_6_002619";301,592017558048;1,25905897066742;0,628814183104103;0,00178867538894067;0,0401675028221087;0,2023015894764;1,32534486716619
"clong_scaffold_7_000969";186,213484728232;1,91382202860122;1,10176536892499;0,0018364413774601;0,0408068850492925;0,513927757112053;1,3870026512428
"clong_scaffold_5_002339";42,1111993861756;2,42940948776805;1,53172742846159;0,00185633021842049;0,041182682923835;0,807501041355416;1,42606031707369
"clong_scaffold_6_000655";5633,08024837218;1,2540390071848;0,630958035173213;0,00185866396174626;0,041182682923835;0,20609091730744;1,32757678863507
"clong_scaffold_8_000347";3507,78350303289;1,52524467200125;0,818547245987094;0,00189979120367407;0,0418151772502151;0,31949965720903;1,35638250965001
"clong_contig_8329r_pilon_000003";314,804075875344;1,0856297931067;0,527440841721646;0,00190555950706613;0,0418629291141581;0,147796484117252;1,3121767866862
"clong_scaffold_8_000694";107,198944705044;1,67945720764934;0,934923895743084;0,00193269701714448;0,0421666637935995;0,38802236841353;1,37395017490939
"clong_scaffold_7_002191";733,456513972931;1,06248540956506;0,512109256975289;0,00194763024689606;0,0421994249411882;0,142433517421567;1,30437963044024
"clong_scaffold_11_001534";2043,80477921215;1,11883557613308;0,553774400951262;0,00198542624587774;0,0426509156143542;0,163821396597245;1,32003726218702
"clong_contig_13790r_pilon_000003";3105,80209311785;1,10325193546987;0,549796377503222;0,00202731096217645;0,0431177704682076;0,161582806293842;1,3258054618288
"clong_scaffold_5_002479";234,582683201249;1,08446783072418;0,53251976869453;0,00202267865179497;0,0431177704682076;0,14796393264231;1,31515127336628
"clong_scaffold_2_002925";20071,7709786201;1,74541519081421;1,00051109473955;0,00205658512058043;0,043536353803734;0,442120940309104;1,38309776529033
"clong_scaffold_3_000660";1104,69657623645;1,40438428739338;0,755389745856809;0,00205516069113781;0,043536353803734;0,27548121074745;1,35944544523986
"clong_contig_12918r_pilon_000004";173,299930151965;1,52246957743562;0,847547509778419;0,00208368570941439;0,0437613036929757;0,327223765952543;1,37656218818884
"g23107";295,580058602273;1,63667892676812;0,930431104931487;0,00208131122533909;0,0437613036929757;0,385963041463638;1,38375008304353
"clong_scaffold_1_001355";50,2004824033125;1,50926936518947;0,826202880283953;0,00209414610990049;0,0438470816858304;0,297704307020294;1,37047579565379
"clong_scaffold_5_000320";106,554808778373;1,13399756624184;0,57341424690856;0,00209378174855681;0,0438470816858304;0,163419920196571;1,33210487912051
"clong_scaffold_7_000320";28,9264793632002;2,24308085841275;1,42064707870287;0,00209068383879097;0,0438470816858304;0,706064034884676;1,43044379333884
"clong_scaffold_10_001572";64,2877597044704;2,07196000963077;1,30619454530853;0,00213167651134;0,0441666620451398;0,641728701553938;1,42480655414674
"clong_scaffold_8_001882";81,0564932133635;1,82918436235874;1,09615907686208;0,0021571811876185;0,0445313401330475;0,490686249353752;1,40600784689204
"clong_contig_2281r_pilon_000005";6098,89584348002;2,37506931927459;1,63441061823375;0,00216763422759664;0,0447074559441806;0,911074893857079;1,45184994487252
"clong_scaffold_5_000941";3839,99361460999;1,9431139585354;1,19782737866347;0,00220140129370355;0,0452434638675027;0,579312320421658;1,41313270857975
"g5735";38,2296952677092;1,86903363402212;1,0833007996448;0,00220369621517896;0,045250655292267;0,437400845742445;1,39478578574334
"clong_scaffold_3_000761";176,320958213991;1,91539846982557;1,20280362649352;0,00224698804680117;0,0457359378030002;0,56621689917911;1,42722104602565
"clong_scaffold_4_003461";23,6758200780525;1,45673310904499;0,805196971100555;0,00226682010260688;0,0460590128272044;0,256798953930178;1,37729739010947
"clong_scaffold_3_000513";72,5456300938357;1,34128161057885;0,732379287778138;0,00229935375124795;0,0463512534932561;0,243479605567174;1,3704036621567
"clong_scaffold_2_000942";29,0058910735467;1,78491823469083;1,11668788496657;0,00234535279674577;0,0469286034332;0,466348851873693;1,43544048768255
"clong_scaffold_8_001879";122,653835331502;1,79597510259839;1,11534810003239;0,00236138491904931;0,0470759384247492;0,498411494313992;1,42306896947365
"clong_scaffold_3_000991";14,0541506230756;2,53649497813119;1,71754856836683;0,00236994713432938;0,0471701380942805;0,927115275556607;1,45328162372849
"clong_scaffold_11_002047";255,36162697525;1,10175071346971;0,572447755491559;0,00240495655559831;0,0476993301500381;0,168192617004527;1,34468554633804
"clong_scaffold_3_000736";195,13493826318;1,00332936353626;0,505038339781823;0,00242711241538515;0,0480159611768158;0,133996034603743;1,32807385416617
"clong_scaffold_7_001928";36113,0041358579;1,12257740190613;0,590363602487586;0,00249069084620854;0,0486940525521358;0,180438130516207;1,3482114544704
"clong_scaffold_7_001031";665,16341356129;1,76700723775151;1,12636444643518;0,00249976273121932;0,0487894127028671;0,504653248019894;1,43571913955045
"clong_scaffold_4_001277";123,435817585822;1,26882275882016;0,706495722522709;0,00257385788820368;0,0498176404068707;0,234931085934601;1,37822427232521
"clong_scaffold_4_000227";55,5283754664161;1,30849202555981;0,716184357076728;0,0025891168553714;0,0499835994606;0,181555299715167;1,37560852516129
